Weather Station Hamburg-Fuhlsbüttel                                               
YYYYMMDD QN     TG     TN     TM     TX    RFM     FM     FX     SO     NM     RR     PM
20161117  3    3.5    5.6    8.1   10.8   88.6    3.0   14.4    1.0    6.6   10.7  999.7
20161116  3   -1.1    2.6    8.4   11.7   94.6    3.0   11.0    0.1    6.5    0.7 1009.8
20161115  3    0.2    2.5    6.0   10.5   97.9    3.0   10.6    0.0    7.5    0.3 1018.3
20161114  3   -8.6   -4.1    0.5    4.1   79.9    3.0   10.6    5.3    4.3    1.6 1029.2
20161113  3   -7.4   -3.6   -1.1    2.0   84.8    3.0    9.8    2.7    4.2    0.0 1027.8
20161112  3   -6.5   -3.6   -2.3   -1.2   97.4    2.0    8.1    2.3    4.8    0.0 1025.5
20161111  3   -6.1   -2.4    1.2    5.6   91.2    2.0    5.7    6.6    2.4    0.0 1018.3
20161110  3   -1.1    0.0    1.0    1.6   94.8    2.0    6.3    0.0    7.6    0.8 1005.7
20161109  3   -8.0   -5.9   -1.4    1.0   94.8    2.0    5.7    0.1    5.7    0.0 1004.4
20161108  3   -3.2   -1.8   -0.4    0.6   90.9    3.0    9.8    0.0    7.4    0.6 1007.5
20161107  3    0.1    0.6    3.0    4.7   85.1    3.0    9.4    1.0    7.0    2.5 1006.3
20161106  3    2.0    3.8    5.6    6.9   92.5    3.0    8.7    0.0    7.3    1.1  996.3
20161105  3    0.7    2.7    5.0    7.0   95.0    2.0    8.6    0.0    6.2    1.5  997.6
20161104  3    0.8    4.3    7.5    9.9   84.7    3.0   12.2    1.1    6.9    0.1 1009.2
20161103  3   -5.9   -3.0    4.1    7.9   85.5    2.0    7.5    6.0    4.7    0.4 1017.3
20161102  3   -1.3    1.3    5.6    8.6   86.0    3.0   10.8    1.7    4.0    1.3 1010.9
20161101  3    3.3    5.5    9.4   11.7   92.5    3.0   11.3    0.0    5.7    3.4 1015.8
20161031  3    7.6    7.6   11.2   13.3   95.9    2.0    6.2    0.0    7.5    0.3 1025.6
20161030  3    2.8    5.8    9.7   12.9   88.0    2.0    7.7    4.8    5.7    0.6 1027.9
20161029  3    5.0    7.6    9.8   13.1   81.4    3.0   12.7    1.8    5.6    0.0 1028.6
20161028  3    4.9    7.9   11.5   13.9   90.2    3.0   12.3    0.2    7.4    1.4 1025.4
20161027  3    8.0    8.5   11.2   13.8   92.2    3.0    9.6    0.0    7.6    0.2 1026.3
20161026  3   -0.3    0.7    5.4    9.4   91.8    2.0    7.0    1.6    6.3    0.3 1026.8
20161025  3   -2.2   -0.3    6.4   10.9   94.3    2.0    6.2    3.9    4.4    0.0 1021.3
20161024  3    1.1    3.0    5.8    7.4   97.1    2.0    6.3    0.0    7.3    0.0 1015.8
20161023  3    3.7    4.8    7.8   11.3   89.1    2.0    7.0    3.8    6.8    0.0 1013.7
20161022  3    2.3    4.1    7.2    9.6   94.4    2.0    5.1    0.4    6.8    2.6 1012.4
20161021  3    6.3    6.8    8.1    9.9   94.9    2.0    6.2    0.0    7.4    1.5 1011.5
20161020  3    4.0    5.1    7.3    9.0   92.8    2.0    8.2    0.0    7.3    1.8 1012.1
20161019  3    1.0    3.9    7.7    9.6   94.5    2.0    7.4    0.1    6.5    0.2 1011.2
20161018  3    8.5    9.3   12.1   15.8   89.2    3.0    9.8    3.0    7.1    4.1 1016.3
20161017  3    9.5    9.4   10.6   11.8   95.0    3.0   10.8    0.0    8.0    2.0 1020.4
20161016  3    9.7    9.9   11.3   13.1   96.5    2.0    9.1    0.0    7.8    0.0 1020.7
20161015  3    6.5    7.1    8.6    9.9   89.2    3.0   11.0    0.0    7.9    0.4 1011.9
20161014  3    5.2    6.2    8.2   10.9   76.5    4.0   12.3    1.9    7.0    0.2 1013.9
20161013  3    4.6    5.6    8.0   10.6   80.0    3.0   12.5    0.2    7.1    0.0 1021.0
20161012  3    5.6    6.6    8.8   10.9   82.5    3.0   11.3    0.6    7.3    0.0 1022.2
20161011  3    7.9    8.5    9.6   11.1   92.8    3.0    9.8    0.0    7.8    0.8 1020.7
20161010  3   -0.8    0.3    7.5   12.0   96.0    2.0    5.1    1.0    6.8    2.8 1022.2
20161009  3   -0.3    1.5    6.5    9.3   97.3    2.0    6.7    0.0    6.5    1.7 1022.7
20161008  3   -0.8    2.3    8.0   12.9   83.0    2.0    8.9    4.5    3.4    0.0 1022.9
20161007  3    3.5    5.2   10.2   11.5   92.0    3.0    9.1    0.0    7.6    0.9 1021.5
20161006  3    7.2    8.3   10.0   11.1   82.2    3.0   11.8    0.0    8.0    0.1 1024.2
20161005  3    4.4    6.4   10.0   13.4   68.9    3.0   11.7    7.7    4.3    0.0 1033.3
20161004  3    5.8    7.7   11.9   15.6   80.1    3.0   12.2    8.0    3.0    0.0 1034.5
20161003  3    4.0    5.5   11.5   16.3   90.8    2.0    7.7    3.8    4.3    0.0 1021.7
20161002  3    5.5    7.5   12.1   17.3   85.8    2.0    9.8    6.5    4.5    3.1 1008.8
20161001  3    5.0    8.4   11.9   15.6   88.3    2.0    7.4    2.2    6.6    0.0 1008.3
20160930  3    5.8    9.7   13.4   18.0   81.4    3.0   13.5    3.2    5.2    0.0 1009.7
20160929  3   12.2   13.4   17.0   21.8   76.1    4.0   19.2    2.1    6.8    3.6 1009.7
20160928  3   11.4   13.5   17.3   21.2   70.8    4.0   14.7    4.9    6.3    0.0 1017.2
20160927  3    6.9    9.1   15.6   21.6   78.0    2.0    5.8    8.8    3.2    0.0 1023.2
20160926  3    8.8   11.6   16.1   20.4   86.6    2.0    6.2    2.0    6.5    1.0 1020.6
20160925  3    8.2   10.8   16.7   23.5   66.7    3.0   12.0   11.0    3.8    0.2 1017.5
20160924  3    2.9    7.4   14.3   20.7   77.3    2.0    7.7   10.0    4.0    0.0 1022.2
20160923  3    5.9    9.3   14.9   21.1   81.2    2.0   10.3    6.3    4.3    0.0 1020.6
20160922  3    7.4   10.4   14.9   20.1   72.5    2.0    6.7    5.8    6.3    0.0 1019.9
20160921  3    8.2   10.5   14.9   20.0   82.5    2.0    5.7    1.6    5.9    0.0 1019.0
20160920  3    9.6   12.0   14.8   18.9   79.4    2.0    5.7    2.5    6.6    0.0 1018.8
20160919  3    4.2    6.8   13.6   19.3   75.8    2.0    6.9    7.8    3.6    0.0 1018.0
20160918  3    7.6    9.2   14.9   18.3   77.2    3.0    9.8    4.8    3.5    0.0 1016.7
20160917  3   13.3   14.4   17.8   20.8   85.6    3.0   11.3    5.8    6.4    0.8 1014.0
20160916  3   10.1   13.4   17.3   21.3   84.3    2.0    7.0    3.3    5.9   13.1 1011.0
20160915  3   13.7   15.7   20.8   26.3   63.1    3.0   12.2   11.8    0.8    0.0 1013.8
20160914  3   14.4   16.8   23.1   29.5   65.2    3.0    9.6   11.1    0.2    0.0 1015.1
20160913  3   14.8   18.1   23.8   30.1   62.0    3.0   10.1   11.6    0.0    0.0 1015.4
20160912  3   13.1   15.1   21.5   28.8   75.7    2.0    6.7   11.7    0.3    0.0 1017.0
20160911  3   13.7   15.8   19.3   23.6   83.9    2.0    7.2    7.7    5.5    0.0 1015.9
20160910  3    9.8   12.8   20.0   26.1   74.3    2.0    8.2   10.6    1.5    0.0 1014.6
20160909  3   10.1   13.2   18.7   23.0   80.9    2.0    8.7    8.0    2.4    0.0 1014.9
20160908  3   11.1   13.5   20.3   27.6   76.0    2.0    9.3   11.9    1.2    0.0 1011.0
20160907  3   10.2   13.1   18.6   25.1   73.1    2.0    6.7   11.8    3.4    0.0 1020.3
20160906  3    7.0    9.6   16.8   23.7   82.5    2.0    6.7   11.7    2.2    0.0 1024.6
20160905  3    7.9    9.9   16.3   20.4   88.0    2.0    6.9    3.4    5.0    0.1 1015.3
20160904  3   13.7   14.9   16.7   20.5   93.1    3.0   11.3    0.8    7.3    4.2 1006.2
20160903  3   13.6   15.0   17.3   20.9   83.8    3.0   10.6    2.8    7.2   16.5 1013.7
20160902  3    7.1   10.5   16.7   21.4   83.1    2.0    8.2    4.0    5.9    0.2 1017.0
20160901  3    9.0   11.8   16.8   22.9   81.3    2.0   11.1    8.5    2.9    0.4 1018.4
20160831  3    8.7   12.2   18.3   25.2   69.6    2.0    9.8   12.3    1.5    0.0 1019.5
20160830  3    8.3   10.5   16.0   21.6   80.7    2.0    7.7    8.7    1.7    0.0 1023.1
20160829  3    9.5   12.1   16.7   20.1   80.8    3.0   13.2    5.9    3.8    1.6 1014.6
20160828  3   14.6   16.1   20.8   29.5   77.7    3.0   12.7    6.6    5.8   15.1 1010.7
20160827  3   13.4   14.4   19.6   24.9   74.5    2.0    7.7   10.3    3.2    0.5 1018.4
20160826  3   14.6   16.7   23.2   30.9   65.8    3.0    9.4   13.0    1.9    0.0 1014.4
20160825  3   15.3   18.8   24.5   31.3   56.4    3.0   10.3   13.3    1.4    0.0 1016.7
20160824  3   11.8   14.0   22.2   28.7   73.6    2.0    8.7   13.0    1.2    0.0 1022.2
20160823  3   12.0   14.5   19.0   24.3   88.9    2.0    7.0    4.3    6.3    0.0 1023.9
20160822  3   13.3   14.8   17.0   21.6   90.5    3.0   11.1    1.0    7.2    3.8 1020.5
20160821  3    9.0   12.8   17.0   21.9   79.1    3.0   11.8    8.0    4.3    0.2 1013.2
20160820  3   10.5   13.1   18.2   22.7   82.0    2.0    9.3    3.2    6.5    0.0 1009.2
20160819  3    5.6    7.7   16.7   23.4   72.6    2.0    6.7   11.6    2.5    0.5 1009.3
20160818  3    6.2    8.8   14.1   19.9   85.1    2.0    7.2    2.3    4.5    0.0 1009.5
20160817  3    4.2    6.5   15.2   22.1   74.3    1.0    5.7   11.0    1.9    0.0 1014.5
20160816  3    5.3    7.6   15.0   21.5   76.1    2.0    8.4   10.5    2.1    0.0 1018.5
20160815  3    6.5    9.1   14.5   19.8   81.7    2.0    9.8    7.5    3.7    0.0 1022.4
20160814  3    7.6   10.6   16.0   20.3   82.3    3.0   12.7    6.4    5.0    0.7 1020.4
20160813  3   12.1   14.3   17.1   20.0   89.2    3.0   12.2    1.3    6.3    0.7 1017.0
20160812  3   13.2   13.4   16.4   19.6   95.0    2.0   10.1    0.1    7.3    3.0 1017.0
20160811  3    7.5    8.6   11.8   14.0   89.6    3.0   10.3    1.5    6.9    3.3 1017.4
20160810  3    7.9    9.8   12.0   15.9   81.0    3.0   13.5    7.2    4.7    3.0 1016.8
20160809  3    8.7   10.7   13.3   16.7   81.5    3.0   13.5    4.1    5.8    3.9 1016.5
20160808  3   11.6   12.8   17.7   20.5   78.9    4.0   14.4    3.7    5.8    0.7 1014.1
20160807  3   10.0   12.2   18.3   24.1   77.0    3.0   13.4    5.0    5.4    1.0 1020.9
20160806  3   11.3   13.5   16.7   21.1   76.9    3.0   14.7    7.8    3.7    0.1 1020.7
20160805  3   10.9   13.5   17.3   21.5   81.0    3.0   11.1    6.0    5.3    0.8 1013.4
20160804  3   12.4   15.0   18.3   22.1   79.0    3.0   12.9    3.9    6.0    0.0 1007.1
20160803  3   14.5   15.5   18.0   20.5   94.3    3.0   12.9    0.0    7.4    4.3 1006.6
20160802  3    7.9   10.9   15.9   20.2   79.8    2.0    7.7    6.9    3.7    3.0 1012.7
20160801  3    9.2   12.0   15.3   18.8   81.3    3.0   13.9    4.4    4.6    0.6 1014.3
20160731  3   11.5   13.5   16.5   19.8   79.1    2.0    6.5    3.7    6.2    1.7 1011.2
20160730  3   11.3   13.6   17.9   21.4   82.8    3.0   10.6    5.1    6.3    0.0 1009.3
20160729  3   14.9   16.0   19.1   23.3   84.4    3.0   14.1    4.4    6.4    6.4 1008.5
20160728  3   14.7   15.5   19.5   24.2   75.2    2.0    8.1    8.8    6.5    9.0 1012.3
20160727  3   15.0   16.4   18.9   23.1   80.8    2.0    9.4    3.6    6.7    4.6 1014.1
20160726  3   14.0   15.4   19.0   23.3   75.8    2.0    6.7    9.2    5.5    0.0 1018.1
20160725  3   17.0   17.9   22.0   27.0   82.3    2.0   10.3    5.2    6.3    7.0 1015.7
20160724  3   17.1   17.9   22.4   28.8   75.3    2.0    8.1    8.8    4.3    0.7 1016.9
20160723  3   14.0   15.7   21.4   26.9   67.8    2.0    6.7    7.5    6.9    0.0 1017.2
20160722  3   16.0   16.5   21.0   28.2   83.3    2.0   14.2    8.6    6.0   35.9 1015.0
20160721  3   16.9   19.3   23.9   29.1   66.4    2.0    8.2   10.8    3.9    0.0 1011.8
20160720  3   12.8   15.1   22.9   28.4   69.6    3.0   10.3   14.8    1.6    0.0 1015.2
20160719  3   13.5   15.5   19.9   24.9   78.2    2.0    8.2    7.3    4.4    0.0 1019.5
20160718  3   12.1   14.8   17.4   21.1   76.5    3.0   11.1    5.2    6.2    0.0 1018.3
20160717  3   12.8   15.0   17.4   21.6   82.3    2.0   12.0    4.2    6.8    0.0 1017.4
20160716  3    7.7   10.5   16.0   19.8   90.8    3.0    9.4    0.7    6.7    2.2 1020.0
20160715  3    9.0   11.2   14.6   16.9   82.0    3.0   15.8    0.7    6.4    0.5 1018.9
20160714  3    8.5   10.5   14.3   18.5   84.1    3.0   13.9    5.5    6.1    4.2 1013.6
20160713  3    9.4   11.5   15.2   19.0   85.5    2.0   11.0    2.8    6.2    3.0 1010.9
20160712  3    9.7   12.0   16.9   22.3   79.4    3.0   12.0    6.1    4.5    1.2 1008.6
20160711  3   15.4   17.0   19.8   21.9   68.6    4.0   13.4    5.1    5.9    0.0 1005.6
20160710  3   15.6   16.5   22.2   27.4   73.1    3.0   11.8    4.9    7.0    0.0 1008.3
20160709  3   13.4   14.2   17.4   21.9   80.5    3.0   11.7    4.8    7.0    0.6 1014.0
20160708  3   12.5   14.8   17.0   20.6   83.1    3.0   12.9    2.1    6.7    7.1 1011.6
20160707  3    8.8   10.4   16.0   20.6   75.8    2.0    9.8    7.0    5.0    0.0 1017.6
20160706  3    9.4   11.2   14.0   17.7   79.5    4.0   17.7    5.5    4.9    1.5 1013.8
20160705  3   10.3   12.7   16.6   21.5   81.5    3.0   17.5    4.6    5.6   19.5 1009.4



QN = Data Quality (Not relevant)
TG = Minimum Temperature in 5 cm - TIII previous day to TI  ( C)
TN = Minimum Temperature in 2 m over ground - TIII previous day to TIII ( C)
TM = Average Temperature in 2 m over ground (TI+TII+2*TIII) / 4  ( C)
TX = Maximum Temperature in 2 m over ground TIII previous day to TIII ( C)
RFM = Average relative humidity %(TI+TII+TIII)/3
FM = Average wind strength (TI+TII+TIII)/3 m/s
FX = Maximum wind speed m/s
SO= sum of the hours of sun
NM= Not relevant data (Mittel des Bedeckungsgrades BEDECKUNGSGRAD Achtel (TI+TII+TIII)/3 Mittel aus 24 Terminwerten)
RR= Precipitation height (mm)
PM= Means of air pressure in station height

